index,Open,high,close,low,supply,eth_daily_tx,google_trend,eth_rolling_beta,market_cap,volume,btc_open,btc_high,btc_low,btc_close,btc_volume,sp500,nasdaq,dow30,vix,gold,crude_oil,nikkei225,ftse100,sse,eurostoxx,eth_return,btc_return
Open,1.0,0.9999613316993544,0.9999287746708174,0.9999394611077902,0.702670173386069,0.778947320327487,0.6000476559106105,0.2143329096469019,0.9996204414680513,0.04046588265300448,0.8672525018276842,0.8674728436237847,0.8669332734405126,0.86719098038349,0.0019209996238927487,0.8797117185283034,0.8821449116360118,0.8720795706994238,0.022139613396912394,0.7004626715577669,0.5663395999238632,0.828377225835075,0.5976817521346262,0.5516486960471819,0.8224356389683594,-0.008537205107491355,-0.013182952643716236
high,0.9999613316993544,1.0,0.9999603534381017,0.9999092486996746,0.7025483378884174,0.7792946838246768,0.6020608763443142,0.21471519610534,0.9996249774457637,0.04372402461284096,0.8671097942893664,0.8673687093113039,0.8667939645336195,0.8670821743711619,0.004551810639252162,0.8793715208105096,0.8819103167690544,0.8718064753472696,0.022747774486398097,0.7000590278952437,0.5662780015639648,0.8279101152309688,0.5970637701397621,0.5523175105296307,0.8219570564650885,-0.004328563774236553,-0.009843356903678222
close,0.9999287746708174,0.9999603534381017,1.0,0.9999532989171627,0.7026780073161478,0.7789456484748755,0.6000934184057125,0.21427454534910612,0.9996899140651236,0.04005257773240926,0.8672397024514047,0.8674949827739741,0.8669640486629401,0.867249891882012,0.0014310393715755182,0.879708225361506,0.8821498244694432,0.8720796408638098,0.022006051441679497,0.7004307694654225,0.5663019069434233,0.8283504474535647,0.5976307233796584,0.5516270998462439,0.8224240171748054,-0.0003084277200920799,-0.00621713641519008
low,0.9999394611077902,0.9999092486996746,0.9999532989171627,1.0,0.702859443284151,0.7785234034131631,0.5976544331265058,0.2138850183657512,0.9996785046096104,0.03592733382571996,0.8674045408495246,0.8676281414924275,0.8671475229846586,0.8673874785296924,-0.0019973192805440598,0.8801300899843572,0.8824391972497004,0.8724202244424052,0.021401346205840086,0.7009353328756197,0.5664878679893787,0.8288704028352354,0.5983682259745874,0.5508501446090294,0.8229779938161711,-0.0037615669441155635,-0.008938303382107621
supply,0.702670173386069,0.7025483378884174,0.7026780073161478,0.702859443284151,1.0,0.8729530900405502,0.38428326302665056,0.466828151912626,0.7089807781884315,0.1256837986088795,0.6261938840081162,0.6264527973951532,0.6259468419710609,0.6262013190105032,0.1088733696387769,0.773281499856071,0.779738873293638,0.8219984965447187,0.37774270825126915,0.5951798338837546,0.5569295431972751,0.7043718120100502,0.34055275102565835,0.29509928206972275,0.630071091539489,-0.00518524977365347,-0.008647460324659233
eth_daily_tx,0.778947320327487,0.7792946838246768,0.7789456484748755,0.7785234034131631,0.8729530900405502,1.0,0.5508207489251836,0.4255469476049607,0.7777572506436065,0.15996199284261456,0.7676609561082435,0.7680768241223311,0.7671504435902163,0.7676334928906793,0.12045670089491671,0.8437942480132095,0.8676286527266416,0.8708034214684824,0.2903344723290526,0.7527497761351587,0.4279186223108378,0.8048691089648233,0.4764043339719094,0.5500891687787015,0.7228277062080033,-0.004750751970565002,-0.011329336537875831
google_trend,0.6000476559106105,0.6020608763443142,0.6000934184057125,0.5976544331265058,0.38428326302665056,0.5508207489251836,1.0,0.14006182705351355,0.591480389157836,0.3875305375457994,0.4351477144184503,0.4363887697979268,0.43363321802343247,0.4351023060670662,0.26321955952244136,0.38329925605400167,0.42375475845915733,0.39790233428044075,0.08919520296681324,0.2517188958441302,0.311386066042968,0.33469701590263873,0.15468042078883704,0.5829939561198271,0.3117950746879438,0.0055768156239946465,-0.007882540217384982
eth_rolling_beta,0.2143329096469019,0.21471519610534,0.21427454534910612,0.2138850183657512,0.466828151912626,0.4255469476049607,0.14006182705351355,1.0,0.21445894972895102,0.11948976870837301,0.24725762811260404,0.24708999173927063,0.24735451284392068,0.24717761786217515,-0.014162374955023581,0.31000890011444954,0.3167079312398662,0.35212554708372107,0.2561335569883782,0.2668797733679998,0.1878032303584418,0.27620108561500456,0.15456965324058117,0.03815857675074083,0.21952080752602562,-0.01132701934385725,-0.020132457580644633
market_cap,0.9996204414680513,0.9996249774457637,0.9996899140651236,0.9996785046096104,0.7089807781884315,0.7777572506436065,0.591480389157836,0.21445894972895102,1.0,0.03821768676528389,0.8675670083292799,0.8678086988779735,0.8673080068359613,0.8675772695707149,-0.0006152016223747318,0.8831890851730534,0.8849927579576947,0.8750150115901325,0.02734447038639436,0.7037736641166152,0.5694745432910312,0.8305402468399112,0.5965827894197878,0.5458208488436785,0.8239117756100499,-0.0004961566406681744,-0.006191979503806489
volume,0.04046588265300448,0.04372402461284096,0.04005257773240926,0.03592733382571996,0.1256837986088795,0.15996199284261456,0.3875305375457994,0.11948976870837301,0.03821768676528389,1.0,-9.161712650741332e-06,0.001839268095122936,-0.002716974672570702,-0.00040859089652631663,0.7573611848315215,0.0006382883361335361,0.01482684199496675,0.019082677807468706,0.20230472989783174,-0.024201160286066385,0.052747880716164465,-0.018848364860322906,-0.087238825028476,0.1339251149106606,-0.047996826809761126,-0.018921882905249425,-0.05558852607197851
btc_open,0.8672525018276842,0.8671097942893664,0.8672397024514047,0.8674045408495246,0.6261938840081162,0.7676609561082435,0.4351477144184503,0.24725762811260404,0.8675670083292799,-9.161712650741332e-06,1.0,0.9999818268482141,0.99997535678055,0.9999694261446682,-0.06368661573666409,0.9447484488504911,0.942949801288474,0.9197197915641959,0.02930437876130898,0.8930400066317165,0.3334348767938288,0.9094773260727212,0.7362400608356926,0.5601222686958183,0.9172895218053216,-0.0045105543203104665,-0.008908088437243876
btc_high,0.8674728436237847,0.8673687093113039,0.8674949827739741,0.8676281414924275,0.6264527973951532,0.7680768241223311,0.4363887697979268,0.24708999173927063,0.8678086988779735,0.001839268095122936,0.9999818268482141,1.0,0.9999599687147998,0.9999822825655311,-0.0614069517226128,0.9447158745989211,0.9429979778976901,0.9197598968638064,0.029747918592588227,0.8927658821666489,0.33367535213484095,0.909400936133845,0.7357642500410106,0.5604728494141741,0.9171370356737426,-0.0023104839557818056,-0.006109855274205504
btc_low,0.8669332734405126,0.8667939645336195,0.8669640486629401,0.8671475229846586,0.6259468419710609,0.7671504435902163,0.43363321802343247,0.24735451284392068,0.8673080068359613,-0.002716974672570702,0.99997535678055,0.9999599687147998,1.0,0.9999799361488692,-0.06661592168917005,0.944793424583504,0.9428972729199577,0.9196902925636268,0.02880068787096731,0.8933092796448363,0.33324193976021566,0.909526950332247,0.7367176834962584,0.5596384276537777,0.9174537054438933,-0.0018885504849568413,-0.005738486767535971
btc_close,0.86719098038349,0.8670821743711619,0.867249891882012,0.8673874785296924,0.6262013190105032,0.7676334928906793,0.4351023060670662,0.24717761786217515,0.8675772695707149,-0.00040859089652631663,0.9999694261446682,0.9999822825655311,0.9999799361488692,1.0,-0.06388691534443783,0.9447428991539626,0.9429472683737625,0.9197159415849046,0.029245323886693184,0.8930121133607607,0.33341607971902365,0.9094548527659834,0.7361919270555204,0.5600789595435794,0.9172747785159618,-0.00010838917057801262,-0.0034249960864726836
btc_volume,0.0019209996238927487,0.004551810639252162,0.0014310393715755182,-0.0019973192805440598,0.1088733696387769,0.12045670089491671,0.26321955952244136,-0.014162374955023581,-0.0006152016223747318,0.7573611848315215,-0.06368661573666409,-0.0614069517226128,-0.06661592168917005,-0.06388691534443783,1.0,-0.04342468036820295,-0.03828933660028815,-0.01879923887036872,0.1821792582336931,-0.08432908814183311,0.08228287811847664,-0.04756082372854287,-0.12183677201865326,0.03099939750456099,-0.08278859168890458,-0.04709365092936706,-0.03873544385892036
sp500,0.8797117185283034,0.8793715208105096,0.879708225361506,0.8801300899843572,0.773281499856071,0.8437942480132095,0.38329925605400167,0.31000890011444954,0.8831890851730534,0.0006382883361335361,0.9447484488504911,0.9447158745989211,0.944793424583504,0.9447428991539626,-0.04342468036820295,1.0,0.9924991712053449,0.9907602200213682,0.06195778978841874,0.9173344871261064,0.44744566717701784,0.9708731210911241,0.7476912993036992,0.5361216644660813,0.9480942355512991,-0.004861141921276145,-0.007461032606270243
nasdaq,0.8821449116360118,0.8819103167690544,0.8821498244694432,0.8824391972497004,0.779738873293638,0.8676286527266416,0.42375475845915733,0.3167079312398662,0.8849927579576947,0.01482684199496675,0.942949801288474,0.9429979778976901,0.9428972729199577,0.9429472683737625,-0.03828933660028815,0.9924991712053449,1.0,0.9806662568856238,0.09673724056357326,0.9147108977780671,0.39929359797451774,0.9611976171487202,0.6931964530542327,0.5758356983281933,0.9233112587658631,-0.003774570958252372,-0.0065786163404013215
dow30,0.8720795706994238,0.8718064753472696,0.8720796408638098,0.8724202244424052,0.8219984965447187,0.8708034214684824,0.39790233428044075,0.35212554708372107,0.8750150115901325,0.019082677807468706,0.9197197915641959,0.9197598968638064,0.9196902925636268,0.9197159415849046,-0.01879923887036872,0.9907602200213682,0.9806662568856238,1.0,0.06131351821252696,0.8835477860337273,0.49021107361200306,0.9604689999192867,0.7374549136398624,0.5105467200416456,0.9375407977463676,-0.005264035767714029,-0.008397655549394274
